,ga:pagePath,ga:source,ga:date,ga:pageviews,ga:sessions,ga:users,ga:newUsers,ga:sessionsPerUser,ga:bounces,ga:bounceRate,ga:pageLoadTime
921,/productos/parrillas,google,20201118,5,0,5,0,0.0,0,0.0,0
922,/productos/parrillas,google,20201119,1,0,1,0,0.0,0,0.0,0
923,/productos/parrillas,google,20201120,5,0,5,0,0.0,0,0.0,0
924,/productos/termometro-digital,(direct),20201120,1,0,1,0,0.0,0,0.0,0
925,/productos/termometro-digital,google,20201112,1,0,1,0,0.0,0,0.0,0
926,/productos/termometro-digital,google,20201114,1,0,1,0,0.0,0,0.0,0
927,/productos/termometro-digital,google,20201115,4,1,4,1,0.25,1,100.0,0
928,/productos/termometro-digital,google,20201116,4,1,3,1,0.3333333333333333,0,0.0,0
929,/productos/termometro-digital,google,20201117,6,1,5,1,0.2,1,100.0,0
930,/productos/termometro-digital,google,20201118,3,1,3,1,0.3333333333333333,1,100.0,0
931,/productos/termometro-digital,pinterest.com,20201117,2,0,1,0,0.0,0,0.0,0
932,/productos/todos,(direct),20201113,3,0,2,0,0.0,0,0.0,0
933,/productos/todos,(direct),20201114,1,0,1,0,0.0,0,0.0,0
934,/productos/todos,(direct),20201115,2,0,2,0,0.0,0,0.0,0
935,/productos/todos,(direct),20201116,6,0,2,0,0.0,0,0.0,0
936,/productos/todos,(direct),20201117,1,0,1,0,0.0,0,0.0,0
937,/productos/todos,(direct),20201118,7,0,2,0,0.0,0,0.0,0
938,/productos/todos,(direct),20201119,3,0,2,0,0.0,0,0.0,0
939,/productos/todos,(direct),20201120,8,3,5,2,0.6,1,33.33333333333333,0
940,/productos/todos,ar.search.yahoo.com,20201112,1,1,1,1,1.0,1,100.0,0
941,/productos/todos,google,20201112,14,0,6,0,0.0,0,0.0,0
942,/productos/todos,google,20201113,28,4,10,2,0.4,3,75.0,6690
943,/productos/todos,google,20201114,8,0,5,0,0.0,0,0.0,0
944,/productos/todos,google,20201115,13,1,8,0,0.125,1,100.0,0
945,/productos/todos,google,20201116,11,1,5,1,0.2,0,0.0,0
946,/productos/todos,google,20201117,31,2,11,0,0.18181818181818182,1,50.0,0
947,/productos/todos,google,20201118,19,2,11,2,0.18181818181818182,0,0.0,0
948,/productos/todos,google,20201119,29,5,13,3,0.38461538461538464,2,40.0,0
949,/productos/todos,google,20201120,8,0,7,0,0.0,0,0.0,0
950,/productos/todos,l.facebook.com,20201117,1,0,1,0,0.0,0,0.0,0
951,/productos/todos,l.instagram.com,20201116,1,0,1,0,0.0,0,0.0,0
952,/productos/todos,m.facebook.com,20201115,1,0,1,0,0.0,0,0.0,0
953,/productos/trailer-texas,(direct),20201113,1,0,1,0,0.0,0,0.0,0
954,/productos/trailer-texas,(direct),20201118,1,0,1,0,0.0,0,0.0,0
955,/productos/trailer-texas,(direct),20201120,1,0,1,0,0.0,0,0.0,0
956,/productos/trailer-texas,google,20201112,2,0,2,0,0.0,0,0.0,0
957,/productos/trailer-texas,google,20201113,1,0,1,0,0.0,0,0.0,0
958,/productos/trailer-texas,google,20201114,2,0,1,0,0.0,0,0.0,0
959,/productos/trailer-texas,google,20201116,2,1,2,1,0.5,1,100.0,0
960,/productos/trailer-texas,google,20201117,4,0,3,0,0.0,0,0.0,0
961,/productos/trailer-texas,google,20201118,5,0,3,0,0.0,0,0.0,0
962,/productos/trailer-texas,google,20201119,6,2,5,0,0.4,2,100.0,0
963,/productos/trailer-texas,google,20201120,1,1,1,0,1.0,1,100.0,0
964,/productos/trailer-texas,m.facebook.com,20201118,1,0,1,0,0.0,0,0.0,0
965,/productos/trailers,(direct),20201113,2,0,2,0,0.0,0,0.0,0
966,/productos/trailers,(direct),20201114,2,0,2,0,0.0,0,0.0,0
967,/productos/trailers,(direct),20201115,1,1,1,0,1.0,0,0.0,0
968,/productos/trailers,(direct),20201117,1,0,1,0,0.0,0,0.0,0
969,/productos/trailers,(direct),20201118,3,0,2,0,0.0,0,0.0,0
970,/productos/trailers,(direct),20201120,1,0,1,0,0.0,0,0.0,0
971,/productos/trailers,google,20201112,13,3,5,1,0.6,3,100.0,0
972,/productos/trailers,google,20201113,12,1,8,0,0.125,1,100.0,0
973,/productos/trailers,google,20201114,8,3,5,2,0.6,3,100.0,0
974,/productos/trailers,google,20201115,4,2,3,1,0.6666666666666666,2,100.0,0
975,/productos/trailers,google,20201116,4,0,3,0,0.0,0,0.0,0
976,/productos/trailers,google,20201117,8,1,4,0,0.25,1,100.0,0
977,/productos/trailers,google,20201118,14,1,6,1,0.16666666666666666,1,100.0,0
978,/productos/trailers,google,20201119,5,1,5,0,0.2,1,100.0,0
979,/productos/trailers,google,20201120,22,2,8,0,0.25,1,50.0,0
980,/productos/vaquero,(direct),20201113,9,0,5,0,0.0,0,0.0,0
981,/productos/vaquero,(direct),20201114,5,2,2,1,1.0,1,50.0,0
982,/productos/vaquero,(direct),20201115,1,0,1,0,0.0,0,0.0,0
983,/productos/vaquero,(direct),20201118,2,0,2,0,0.0,0,0.0,0
984,/productos/vaquero,(direct),20201119,1,0,1,0,0.0,0,0.0,0
985,/productos/vaquero,(direct),20201120,1,0,1,0,0.0,0,0.0,0
986,/productos/vaquero,bing,20201112,1,0,1,0,0.0,0,0.0,0
987,/productos/vaquero,google,20201112,12,0,10,0,0.0,0,0.0,0
988,/productos/vaquero,google,20201113,13,0,10,0,0.0,0,0.0,0
989,/productos/vaquero,google,20201114,8,0,8,0,0.0,0,0.0,0
990,/productos/vaquero,google,20201115,5,0,5,0,0.0,0,0.0,0
991,/productos/vaquero,google,20201116,12,0,10,0,0.0,0,0.0,0
992,/productos/vaquero,google,20201117,14,0,12,0,0.0,0,0.0,0
993,/productos/vaquero,google,20201118,12,0,9,0,0.0,0,0.0,0
994,/productos/vaquero,google,20201119,12,1,10,1,0.1,1,100.0,0
995,/productos/vaquero,google,20201120,11,0,9,0,0.0,0,0.0,0
996,/productos/vaquero,homify.com.mx,20201114,3,0,1,0,0.0,0,0.0,0
997,/productos/vaquero,l.facebook.com,20201117,1,0,1,0,0.0,0,0.0,0
998,/productos/vaquero,l.instagram.com,20201114,1,0,1,0,0.0,0,0.0,0
999,/productos/vaquero,l.instagram.com,20201115,2,0,1,0,0.0,0,0.0,0
1000,/productos/vaquero,l.instagram.com,20201118,1,0,1,0,0.0,0,0.0,0
1001,/productos/vaquero,l.wl.co,20201114,1,0,1,0,0.0,0,0.0,0
1002,/productos/vaquero,l.wl.co,20201117,1,0,1,0,0.0,0,0.0,0
1003,/productos/vaquero,l.wl.co,20201118,1,0,1,0,0.0,0,0.0,0
1004,/productos/vaquero,m.facebook.com,20201115,2,1,2,0,0.5,1,100.0,0
1005,/productos/vaquero,pinterest.com,20201114,1,0,1,0,0.0,0,0.0,0
1006,/productos/vaquero,pinterest.com,20201117,2,0,2,0,0.0,0,0.0,0
1007,/productos/vaquero,search.becovi.com,20201115,2,0,1,0,0.0,0,0.0,0
1008,/productos/vaquero,youtube.com,20201112,1,1,1,0,1.0,1,100.0,0
1009,/recetas/,(direct),20201113,3,1,2,0,0.5,0,0.0,0
1010,/recetas/,(direct),20201114,1,1,1,1,1.0,1,100.0,0
1011,/recetas/,(direct),20201115,6,1,2,0,0.5,0,0.0,0
1012,/recetas/,(direct),20201116,2,2,2,1,1.0,1,50.0,0
1013,/recetas/,(direct),20201117,3,1,1,0,1.0,0,0.0,0
1014,/recetas/,(direct),20201118,2,0,1,0,0.0,0,0.0,0
1015,/recetas/,(direct),20201119,3,1,3,0,0.3333333333333333,1,100.0,0
1016,/recetas/,(direct),20201120,1,1,1,0,1.0,1,100.0,0
1017,/recetas/,ar.pinterest.com,20201118,1,0,1,0,0.0,0,0.0,0
1018,/recetas/,google,20201112,15,5,7,3,0.7142857142857143,2,40.0,0
1019,/recetas/,google,20201113,13,6,10,3,0.6,4,66.66666666666666,0
1020,/recetas/,google,20201114,18,6,7,5,0.8571428571428571,3,50.0,0
1021,/recetas/,google,20201115,12,7,10,6,0.7,2,28.57142857142857,0
1022,/recetas/,google,20201116,24,12,15,8,0.8,5,41.66666666666667,0
1023,/recetas/,google,20201117,16,6,7,5,0.8571428571428571,2,33.33333333333333,0
1024,/recetas/,google,20201118,13,3,9,1,0.3333333333333333,2,66.66666666666666,0
1025,/recetas/,google,20201119,26,10,11,6,0.9090909090909091,4,40.0,0
1026,/recetas/,google,20201120,17,4,11,2,0.36363636363636365,1,25.0,0
1027,/recetas/,instagram.com,20201119,1,0,1,0,0.0,0,0.0,0
1028,/recetas/,l.instagram.com,20201115,2,0,1,0,0.0,0,0.0,0
1029,/recetas/,l.instagram.com,20201116,1,0,1,0,0.0,0,0.0,0
1030,/recetas/,l.wl.co,20201114,1,0,1,0,0.0,0,0.0,0
1031,/recetas/,pinterest.com,20201112,1,0,1,0,0.0,0,0.0,0
1032,/recetas/,pinterest.com,20201115,3,0,3,0,0.0,0,0.0,0
1033,/recetas/,pinterest.com,20201118,3,0,2,0,0.0,0,0.0,0
1034,/recetas/,pinterest.com,20201120,1,0,1,0,0.0,0,0.0,0
1035,/recetas/,pinterest.com.mx,20201117,4,0,2,0,0.0,0,0.0,0
1036,/recetas/,yahoo,20201117,1,1,1,1,1.0,0,0.0,0
1037,/recetas/321-ribs,(direct),20201112,1,0,1,0,0.0,0,0.0,0
1038,/recetas/321-ribs,(direct),20201113,1,1,1,0,1.0,1,100.0,0
1039,/recetas/321-ribs,(direct),20201115,2,0,1,0,0.0,0,0.0,0
1040,/recetas/321-ribs,(direct),20201117,1,0,1,0,0.0,0,0.0,0
1041,/recetas/321-ribs,(direct),20201118,1,0,1,0,0.0,0,0.0,0
1042,/recetas/321-ribs,google,20201112,3,0,3,0,0.0,0,0.0,0
1043,/recetas/321-ribs,google,20201113,5,3,3,1,1.0,2,66.66666666666666,0
1044,/recetas/321-ribs,google,20201114,12,6,8,0,0.75,6,100.0,0
1045,/recetas/321-ribs,google,20201115,6,3,4,1,0.75,2,66.66666666666666,0
1046,/recetas/321-ribs,google,20201116,9,1,8,1,0.125,1,100.0,0
1047,/recetas/321-ribs,google,20201117,5,1,5,0,0.2,1,100.0,0
1048,/recetas/321-ribs,google,20201118,7,3,5,2,0.6,3,100.0,0
1049,/recetas/321-ribs,google,20201119,4,1,4,0,0.25,1,100.0,0
1050,/recetas/321-ribs,google,20201120,7,4,6,2,0.6666666666666666,4,100.0,0
1051,/recetas/321-ribs,l.instagram.com,20201120,1,0,1,0,0.0,0,0.0,0
1052,/recetas/321-ribs,m.facebook.com,20201116,2,0,1,0,0.0,0,0.0,0
1053,/recetas/ahumar-un-cerdo-entero,(direct),20201112,1,1,1,1,1.0,1,100.0,0
1054,/recetas/ahumar-un-cerdo-entero,google,20201112,3,2,3,2,0.6666666666666666,1,50.0,0
1055,/recetas/ahumar-un-cerdo-entero,google,20201113,3,2,3,2,0.6666666666666666,2,100.0,0
1056,/recetas/ahumar-un-cerdo-entero,google,20201115,2,2,2,2,1.0,2,100.0,0
1057,/recetas/ahumar-un-cerdo-entero,google,20201116,2,2,2,2,1.0,1,50.0,0
1058,/recetas/ahumar-un-cerdo-entero,google,20201117,3,3,3,3,1.0,3,100.0,0
1059,/recetas/ahumar-un-cerdo-entero,google,20201118,5,5,3,3,1.6666666666666667,5,100.0,0
1060,/recetas/ahumar-un-cerdo-entero,google,20201119,1,1,1,1,1.0,1,100.0,0
1061,/recetas/ahumar-un-cerdo-entero,google,20201120,4,4,4,4,1.0,4,100.0,0
1062,/recetas/asado-de-barbacoa,google,20201112,3,1,2,1,0.5,1,100.0,0
1063,/recetas/asado-de-barbacoa,google,20201113,2,1,2,0,0.5,1,100.0,0
1064,/recetas/asado-de-barbacoa,google,20201116,1,0,1,0,0.0,0,0.0,0
1065,/recetas/asado-de-barbacoa,google,20201117,4,0,2,0,0.0,0,0.0,0
1066,/recetas/asado-de-barbacoa,google,20201118,2,1,1,1,1.0,0,0.0,0
1067,/recetas/asado-de-barbacoa,google,20201119,1,0,1,0,0.0,0,0.0,0
1068,/recetas/asado-de-barbacoa,google,20201120,3,1,3,1,0.3333333333333333,1,100.0,0
1069,/recetas/asado-de-barbacoa,l.facebook.com,20201112,1,0,1,0,0.0,0,0.0,0
1070,/recetas/brisket-termino-rojo-ingles,google,20201112,1,0,1,0,0.0,0,0.0,0
1071,/recetas/brisket-termino-rojo-ingles,google,20201113,1,0,1,0,0.0,0,0.0,0
1072,/recetas/brisket-termino-rojo-ingles,google,20201115,4,0,3,0,0.0,0,0.0,0
1073,/recetas/brisket-termino-rojo-ingles,google,20201116,3,1,2,0,0.5,0,0.0,0
1074,/recetas/brisket-termino-rojo-ingles,google,20201117,1,1,1,0,1.0,0,0.0,0
1075,/recetas/brisket-termino-rojo-ingles,google,20201118,2,0,2,0,0.0,0,0.0,0
1076,/recetas/brisket-termino-rojo-ingles,google,20201119,3,2,3,1,0.6666666666666666,2,100.0,0
1077,/recetas/brisket-termino-rojo-ingles,google,20201120,6,0,6,0,0.0,0,0.0,0
1078,/recetas/brisket-termino-rojo-ingles,homify.com.mx,20201114,1,0,1,0,0.0,0,0.0,0
1079,/recetas/caldo-para-barbacoa-tejana,(direct),20201118,1,1,1,1,1.0,1,100.0,0
1080,/recetas/caldo-para-barbacoa-tejana,google,20201113,2,0,1,0,0.0,0,0.0,0
1081,/recetas/caldo-para-barbacoa-tejana,google,20201114,2,0,2,0,0.0,0,0.0,0
1082,/recetas/caldo-para-barbacoa-tejana,google,20201115,1,0,1,0,0.0,0,0.0,0
1083,/recetas/caldo-para-barbacoa-tejana,google,20201116,1,0,1,0,0.0,0,0.0,0
1084,/recetas/caldo-para-barbacoa-tejana,google,20201117,1,0,1,0,0.0,0,0.0,0
1085,/recetas/caldo-para-barbacoa-tejana,google,20201118,1,0,1,0,0.0,0,0.0,0
1086,/recetas/caldo-para-barbacoa-tejana,google,20201119,3,2,2,1,1.0,1,50.0,0
1087,/recetas/carrilleras-de-res-ahumadas,(direct),20201113,1,0,1,0,0.0,0,0.0,0
1088,/recetas/carrilleras-de-res-ahumadas,google,20201112,1,0,1,0,0.0,0,0.0,0
1089,/recetas/carrilleras-de-res-ahumadas,google,20201114,1,0,1,0,0.0,0,0.0,0
1090,/recetas/carrilleras-de-res-ahumadas,google,20201116,2,1,2,1,0.5,1,100.0,0
1091,/recetas/carrilleras-de-res-ahumadas,google,20201117,1,0,1,0,0.0,0,0.0,0
1092,/recetas/carrilleras-de-res-ahumadas,google,20201118,3,1,3,1,0.3333333333333333,1,100.0,0
1093,/recetas/carrilleras-de-res-ahumadas,google,20201119,3,0,3,0,0.0,0,0.0,0
1094,/recetas/carrilleras-de-res-ahumadas,google,20201120,2,0,2,0,0.0,0,0.0,0
1095,/recetas/caviar-vaquero,google,20201113,2,2,2,0,1.0,2,100.0,0
1096,/recetas/caviar-vaquero,google,20201114,1,1,1,0,1.0,1,100.0,0
1097,/recetas/caviar-vaquero,google,20201116,1,1,1,1,1.0,1,100.0,0
1098,/recetas/caviar-vaquero,google,20201119,1,1,1,1,1.0,1,100.0,0
1099,/recetas/cerdo-desmechado,(direct),20201113,3,1,1,1,1.0,0,0.0,0
1100,/recetas/cerdo-desmechado,(direct),20201114,1,1,1,1,1.0,1,100.0,0
1101,/recetas/cerdo-desmechado,(direct),20201115,1,0,1,0,0.0,0,0.0,0
1102,/recetas/cerdo-desmechado,(direct),20201116,1,0,1,0,0.0,0,0.0,0
1103,/recetas/cerdo-desmechado,(direct),20201117,1,0,1,0,0.0,0,0.0,0
1104,/recetas/cerdo-desmechado,(direct),20201118,1,1,1,0,1.0,1,100.0,0
1105,/recetas/cerdo-desmechado,google,20201112,6,4,3,0,1.3333333333333333,4,100.0,0
1106,/recetas/cerdo-desmechado,google,20201113,8,4,5,2,0.8,3,75.0,0
1107,/recetas/cerdo-desmechado,google,20201114,6,6,6,4,1.0,6,100.0,0
1108,/recetas/cerdo-desmechado,google,20201115,6,4,4,4,1.0,3,75.0,0
1109,/recetas/cerdo-desmechado,google,20201116,7,7,4,1,1.75,6,85.71428571428571,0
1110,/recetas/cerdo-desmechado,google,20201117,3,1,2,0,0.5,0,0.0,0
1111,/recetas/cerdo-desmechado,google,20201118,2,1,2,0,0.5,1,100.0,0
1112,/recetas/cerdo-desmechado,google,20201119,6,2,6,2,0.3333333333333333,1,50.0,0
1113,/recetas/cerdo-desmechado,google,20201120,12,10,6,4,1.6666666666666667,9,90.0,0
1114,/recetas/chili-con-carne-al-estilo-texas,google,20201113,1,1,1,1,1.0,1,100.0,0
1115,/recetas/chili-con-carne-al-estilo-texas,google,20201116,1,0,1,0,0.0,0,0.0,0
1116,/recetas/chili-con-carne-al-estilo-texas,google,20201118,1,0,1,0,0.0,0,0.0,0
1117,/recetas/chili-con-carne-al-estilo-texas,google,20201119,1,0,1,0,0.0,0,0.0,0
1118,/recetas/chorizos,(direct),20201115,1,0,1,0,0.0,0,0.0,0
1119,/recetas/chorizos,(direct),20201117,1,1,1,0,1.0,1,100.0,0
1120,/recetas/chorizos,(direct),20201119,1,1,1,1,1.0,1,100.0,0
1121,/recetas/chorizos,google,20201113,1,0,1,0,0.0,0,0.0,0
1122,/recetas/chorizos,google,20201114,1,1,1,1,1.0,1,100.0,0
1123,/recetas/chorizos,google,20201116,3,1,3,1,0.3333333333333333,1,100.0,0
1124,/recetas/chorizos,google,20201117,4,2,4,2,0.5,2,100.0,0
1125,/recetas/chorizos,google,20201118,3,1,3,1,0.3333333333333333,1,100.0,0
1126,/recetas/chorizos,google,20201119,1,1,1,1,1.0,1,100.0,0
1127,/recetas/chorizos,google,20201120,3,2,3,1,0.6666666666666666,1,50.0,0
1128,/recetas/chuletas-de-cerdo,(direct),20201115,1,1,1,1,1.0,1,100.0,0
1129,/recetas/chuletas-de-cerdo,(direct),20201116,1,1,1,1,1.0,1,100.0,0
1130,/recetas/chuletas-de-cerdo,(direct),20201118,1,0,1,0,0.0,0,0.0,0
1131,/recetas/chuletas-de-cerdo,google,20201112,4,4,4,4,1.0,4,100.0,0
1132,/recetas/chuletas-de-cerdo,google,20201113,4,4,2,1,2.0,4,100.0,0
1133,/recetas/chuletas-de-cerdo,google,20201114,8,7,6,3,1.1666666666666667,7,100.0,0
1134,/recetas/chuletas-de-cerdo,google,20201115,2,1,2,1,0.5,1,100.0,0
1135,/recetas/chuletas-de-cerdo,google,20201116,7,4,7,4,0.5714285714285714,4,100.0,0
1136,/recetas/chuletas-de-cerdo,google,20201117,3,3,3,3,1.0,3,100.0,0
1137,/recetas/chuletas-de-cerdo,google,20201118,4,2,4,1,0.5,2,100.0,0
1138,/recetas/chuletas-de-cerdo,google,20201119,1,1,1,0,1.0,1,100.0,0
1139,/recetas/chuletas-de-cerdo,google,20201120,4,2,4,2,0.5,2,100.0,9706
1140,/recetas/como-cocinar-panceta,(direct),20201112,1,1,1,0,1.0,1,100.0,0
1141,/recetas/como-cocinar-panceta,(direct),20201116,2,2,2,2,1.0,2,100.0,0
1142,/recetas/como-cocinar-panceta,(direct),20201117,1,1,1,1,1.0,1,100.0,0
1143,/recetas/como-cocinar-panceta,(direct),20201120,1,1,1,0,1.0,1,100.0,0
1144,/recetas/como-cocinar-panceta,ar.search.yahoo.com,20201116,1,1,1,1,1.0,1,100.0,0
1145,/recetas/como-cocinar-panceta,google,20201112,12,11,11,8,1.0,11,100.0,7330
1146,/recetas/como-cocinar-panceta,google,20201113,19,15,14,12,1.0714285714285714,13,86.66666666666667,0
1147,/recetas/como-cocinar-panceta,google,20201114,6,6,6,5,1.0,6,100.0,0
1148,/recetas/como-cocinar-panceta,google,20201115,12,11,11,10,1.0,10,90.9090909090909,5073
1149,/recetas/como-cocinar-panceta,google,20201116,10,7,8,6,0.875,6,85.71428571428571,0
1150,/recetas/como-cocinar-panceta,google,20201117,9,8,8,6,1.0,8,100.0,0
1151,/recetas/como-cocinar-panceta,google,20201118,11,9,11,8,0.8181818181818182,9,100.0,0
1152,/recetas/como-cocinar-panceta,google,20201119,6,5,6,4,0.8333333333333334,5,100.0,0
1153,/recetas/como-cocinar-panceta,google,20201120,13,11,8,5,1.375,10,90.9090909090909,0
1154,/recetas/como-cocinar-panceta,yahoo,20201112,1,1,1,1,1.0,1,100.0,0
1155,/recetas/como-cocinar-panceta,youtube.com,20201114,1,0,1,0,0.0,0,0.0,0
1156,/recetas/como-cocinar-un-bistec-como-los-profesionales,google,20201113,1,0,1,0,0.0,0,0.0,0
1157,/recetas/como-cocinar-un-bistec-como-los-profesionales,google,20201114,1,0,1,0,0.0,0,0.0,0
1158,/recetas/como-cocinar-un-bistec-como-los-profesionales,google,20201115,1,0,1,0,0.0,0,0.0,0
1159,/recetas/como-cocinar-un-bistec-como-los-profesionales,google,20201116,1,0,1,0,0.0,0,0.0,0
1160,/recetas/como-cocinar-un-bistec-como-los-profesionales,google,20201117,2,1,2,0,0.5,1,100.0,0
1161,/recetas/como-cocinar-un-bistec-como-los-profesionales,google,20201119,2,0,2,0,0.0,0,0.0,0
1162,/recetas/como-cocinar-un-bistec-como-los-profesionales,google,20201120,1,0,1,0,0.0,0,0.0,0
1163,/recetas/como-curar-el-jamon-de-la-forma-humeda,google,20201112,2,2,2,2,1.0,2,100.0,0
1164,/recetas/como-curar-el-jamon-de-la-forma-humeda,google,20201114,1,1,1,1,1.0,1,100.0,0
1165,/recetas/como-curar-el-jamon-de-la-forma-humeda,google,20201115,1,0,1,0,0.0,0,0.0,0
1166,/recetas/como-curar-el-jamon-de-la-forma-humeda,google,20201116,3,1,2,0,0.5,1,100.0,0
1167,/recetas/como-curar-el-jamon-de-la-forma-humeda,google,20201117,3,1,3,1,0.3333333333333333,1,100.0,0
1168,/recetas/como-curar-el-jamon-de-la-forma-humeda,google,20201118,1,0,1,0,0.0,0,0.0,0
1169,/recetas/como-curar-el-jamon-de-la-forma-humeda,google,20201119,1,0,1,0,0.0,0,0.0,0
1170,/recetas/como-dorar-filetes-de-costilla-ahumados,google,20201112,1,0,1,0,0.0,0,0.0,0
1171,/recetas/como-dorar-filetes-de-costilla-ahumados,google,20201116,1,0,1,0,0.0,0,0.0,0
1172,/recetas/como-dorar-filetes-de-costilla-ahumados,google,20201118,1,0,1,0,0.0,0,0.0,0
1173,/recetas/como-hacer-costillas-de-vaca-ahumada,(direct),20201112,3,2,3,2,0.6666666666666666,2,100.0,0
1174,/recetas/como-hacer-costillas-de-vaca-ahumada,(direct),20201113,1,1,1,0,1.0,1,100.0,0
1175,/recetas/como-hacer-costillas-de-vaca-ahumada,(direct),20201114,1,1,1,1,1.0,1,100.0,0
1176,/recetas/como-hacer-costillas-de-vaca-ahumada,(direct),20201117,1,0,1,0,0.0,0,0.0,0
1177,/recetas/como-hacer-costillas-de-vaca-ahumada,(direct),20201118,1,0,1,0,0.0,0,0.0,0
1178,/recetas/como-hacer-costillas-de-vaca-ahumada,(direct),20201120,2,1,2,1,0.5,1,100.0,0
1179,/recetas/como-hacer-costillas-de-vaca-ahumada,bing,20201113,1,0,1,0,0.0,0,0.0,0
1180,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201112,4,2,4,2,0.5,2,100.0,0
1181,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201113,17,13,12,9,1.0833333333333333,10,76.92307692307693,0
1182,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201114,6,5,6,5,0.8333333333333334,5,100.0,0
1183,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201115,11,11,10,9,1.1,11,100.0,0
1184,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201116,5,3,5,2,0.6,2,66.66666666666666,0
1185,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201117,5,4,4,3,1.0,4,100.0,0
1186,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201118,5,3,5,2,0.6,2,66.66666666666666,0
1187,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201119,7,1,5,1,0.2,1,100.0,0
1188,/recetas/como-hacer-costillas-de-vaca-ahumada,google,20201120,8,3,6,2,0.5,2,66.66666666666666,0
1189,/recetas/como-hacer-costillas-de-vaca-ahumada,homify.com.mx,20201114,1,0,1,0,0.0,0,0.0,0
1190,/recetas/como-hacer-costillas-de-vaca-ahumada,yahoo,20201117,1,0,1,0,0.0,0,0.0,0
1191,/recetas/como-preparar-carne-curada,(direct),20201115,1,0,1,0,0.0,0,0.0,0
1192,/recetas/como-preparar-carne-curada,cl.search.yahoo.com,20201117,1,0,1,0,0.0,0,0.0,0
1193,/recetas/como-preparar-carne-curada,es.search.yahoo.com,20201116,1,1,1,1,1.0,1,100.0,0
1194,/recetas/como-preparar-carne-curada,google,20201112,6,5,6,4,0.8333333333333334,5,100.0,0
1195,/recetas/como-preparar-carne-curada,google,20201113,5,5,5,5,1.0,4,80.0,0
1196,/recetas/como-preparar-carne-curada,google,20201114,5,4,4,4,1.0,3,75.0,0
1197,/recetas/como-preparar-carne-curada,google,20201115,5,5,5,5,1.0,5,100.0,0
1198,/recetas/como-preparar-carne-curada,google,20201116,5,3,5,3,0.6,3,100.0,0
1199,/recetas/como-preparar-carne-curada,google,20201117,7,6,7,5,0.8571428571428571,4,66.66666666666666,0
1200,/recetas/como-preparar-carne-curada,google,20201118,6,5,6,5,0.8333333333333334,5,100.0,0
1201,/recetas/como-preparar-carne-curada,google,20201119,3,2,2,2,1.0,1,50.0,0
1202,/recetas/como-preparar-carne-curada,google,20201120,6,4,6,3,0.6666666666666666,4,100.0,0
1203,/recetas/como-preparar-costillas-de-cordero-ahumadas,bing,20201115,1,1,1,1,1.0,1,100.0,0
1204,/recetas/como-preparar-costillas-de-cordero-ahumadas,google,20201113,2,1,1,1,1.0,0,0.0,0
1205,/recetas/como-preparar-costillas-de-cordero-ahumadas,google,20201114,1,1,1,1,1.0,1,100.0,0
1206,/recetas/como-preparar-costillas-de-cordero-ahumadas,google,20201119,4,2,2,2,1.0,1,50.0,0
1207,/recetas/como-preparar-costillas-de-cordero-ahumadas,google,20201120,2,1,2,0,0.5,1,100.0,0
1208,/recetas/como-preparar-jamon-ahumado,(direct),20201113,1,1,1,1,1.0,1,100.0,0
1209,/recetas/como-preparar-jamon-ahumado,(direct),20201115,1,1,1,1,1.0,1,100.0,0
1210,/recetas/como-preparar-jamon-ahumado,(direct),20201116,1,1,1,1,1.0,1,100.0,0
1211,/recetas/como-preparar-jamon-ahumado,(direct),20201118,1,0,1,0,0.0,0,0.0,0
1212,/recetas/como-preparar-jamon-ahumado,(direct),20201119,1,1,1,1,1.0,1,100.0,0
1213,/recetas/como-preparar-jamon-ahumado,bing,20201115,1,1,1,1,1.0,1,100.0,0
1214,/recetas/como-preparar-jamon-ahumado,bing,20201120,2,2,2,2,1.0,2,100.0,5568
1215,/recetas/como-preparar-jamon-ahumado,google,20201112,4,4,4,4,1.0,4,100.0,0
1216,/recetas/como-preparar-jamon-ahumado,google,20201113,3,2,2,1,1.0,2,100.0,0
1217,/recetas/como-preparar-jamon-ahumado,google,20201114,2,2,2,2,1.0,2,100.0,0
1218,/recetas/como-preparar-jamon-ahumado,google,20201115,4,4,4,3,1.0,4,100.0,0
1219,/recetas/como-preparar-jamon-ahumado,google,20201116,6,4,6,4,0.6666666666666666,4,100.0,4432
1220,/recetas/como-preparar-jamon-ahumado,google,20201117,3,3,3,3,1.0,3,100.0,0
1221,/recetas/como-preparar-jamon-ahumado,google,20201118,5,5,4,4,1.25,5,100.0,0
1222,/recetas/como-preparar-jamon-ahumado,google,20201119,3,3,3,3,1.0,3,100.0,0
1223,/recetas/como-preparar-jamon-ahumado,google,20201120,3,3,3,3,1.0,3,100.0,0
1224,/recetas/como-preparar-jamon-ahumado,yahoo,20201118,1,1,1,1,1.0,1,100.0,0
